[ 9.00000000e+01  9.00000000e+01 -9.00000000e+01  1.30284599e-15]
[  0.   0.  30. -30.]
[-3.00000000e+01  9.00000000e+01 -7.98037558e-17 -9.00000000e+01]
[-2.71615727e-15  2.26284420e+01 -4.70571024e+01 -7.63696873e+00]
[90. 90. 90. 90.]
[-3.81300557e-15  1.72661774e+00  4.61377632e+01  1.81035744e+01]
[ 0. 90.  0. 90.]
[ 0.00000000e+00  9.00000000e+01 -8.99999991e+01 -6.12234599e-16]
[90.  0. 90. 90.]
[ 0.  0. 90. 90.]
[0. 0. 0. 0.]
[-9.00000000e+01  6.16036846e-17  3.03861652e+01 -3.03861652e+01]
[ 0. 90.  0.  0.]
[ 0. 90. 90.  0.]
[ 0. 90. 90. 90.]
[90.  0.  0. 90.]
[  0.          18.62401288 -18.62401288   0.        ]
[90. 90. 90.  0.]
[ 0. 90.  0. 90.]
[ 0.00000000e+00  9.00000000e+01 -9.00000000e+01  9.83624457e-15]
[  0.          90.          30.84817601 -30.84817601]
[90.  0.  0.  0.]
[90. 90. 90.  0.]
[ 0. 90.  0. 90.]
[ 0. 90.  0. 90.]
[90. 90. 90. 90.]
[-9.00000000e+01 -4.04863748e-16  9.00000000e+01  0.00000000e+00]
[90. 90. 90. 90.]
[ 0.  0. 90.  0.]
[ 0. 90.  0. 90.]
[-2.46786165e-30  2.57698597e+01 -2.57698597e+01  0.00000000e+00]
[ 0. 90.  0. 90.]
[  0.         -90.          21.68133673 -21.68133673]
[ 0. 90. 90.  0.]
[ 9.00000000e+01 -7.17606073e-17 -6.61388596e-18  2.73507202e-16]
[ 0. 90.  0.  0.]
[90. 90.  0. 90.]
[90. 90. 90. 90.]
[-70.78209118 -90.          45.34386159 -15.97075737]
[90.  0. 90.  0.]
[ 0. 90. 90.  0.]
[90. 90.  0.  0.]
[-1.41873196e-31  7.35603861e-16 -8.35110357e-16  9.00000000e+01]
[ 0. 90.  0.  0.]
[  0.          28.22096212 -28.22096212   0.        ]
[90. 90.  0. 90.]
[  0.          90.          33.35105158 -33.35105158]
[ 1.61177534e-32  1.20296229e-15  6.08400963e+01 -6.08400963e+01]
[ 0. 90.  0.  0.]
[-2.39369481e-13  6.24592737e+01 -6.10027839e+01 -1.48276901e+01]
[90. 90. 90.  0.]
[  0.          29.54634658 -29.54634658 -90.        ]
[90. 90. 90. 90.]
[-5.60722969e-31 -9.00000000e+01  1.24561774e+01 -1.24561774e+01]
[-1.48893903e-14 -2.19152175e+01  3.66391269e+01 -2.95296551e+01]
[90. 90. 90. 90.]
[  0.          31.47858951  89.99999852 -31.47858951]
[  0.          18.30266818 -18.30266818   0.        ]
[ 0. 90. 90. 90.]
[ 0.00000000e+00  9.00000000e+01 -9.00000000e+01  5.27025683e-16]
[90. 90.  0. 90.]
[90.  0.  0.  0.]
[ 0. 90. 90. 90.]
[-2.29300582e-15 -6.64217648e+00  6.22009186e+01  3.41394933e+01]
[  0.          90.          29.51997853 -29.51997853]
[ 0. 90.  0. 90.]
[ 90.          90.          22.64208096 -22.64208096]
[ 0. 90.  0. 90.]
[ 0. 90. 90. 90.]
[ 5.13824918e-31 -9.00000000e+01  6.05147425e-15  4.16929953e-15]
[ 0.  0.  0. 90.]
[-2.35036998e-33  9.00000000e+01  1.45280947e-16 -9.00000000e+01]
[ -1.56892824  90.         -44.76752926 -72.68976412]
[90. 90. 90. 90.]
[ 0. 90.  0. 90.]
[  0.          90.         -68.39434861  68.39434861]
[90.         90.          1.92014068 -1.92014068]
[0. 0. 0. 0.]
[ 0. 90.  0.  0.]
[90. 90. 90. 90.]
[-6.53405489e-15  3.12751143e+01  8.43501179e+01 -3.00464388e+01]
[-1.30777502e-30  8.99999976e+01  3.24817638e+01 -3.24817638e+01]
[ 0. 90.  0. 90.]
[ 0.         90.          5.56443206 -5.56443206]
[90. 90. 90.  0.]
[-2.74696266e-16  9.00000000e+01  4.53472438e+01 -4.53472438e+01]
[ 0. 90.  0.  0.]
[-89.99999759   6.4945904  -68.40789234  22.50067519]
[90. 90.  0. 90.]
[-1.27133137e-13  6.24705983e+01 -2.69059951e+00  6.39697907e+01]
[ 2.22523027e-16 -9.00000000e+01 -1.75194979e-15 -9.00000000e+01]
[ 0. 90.  0. 90.]
[ 0.  0.  0. 90.]
[ 9.00000000e+01 -9.00000000e+01  2.98662326e-15 -8.99999991e+01]
[-9.00000000e+01  9.50812484e-16  1.17286422e+01 -1.17286422e+01]
[ 0.  0. 90. 90.]
[ 0. 90.  0.  0.]
[-9.00000000e+01 -9.00000000e+01 -9.00000000e+01  6.58047929e-15]
[ 0. 90.  0. 90.]
[ 0. 90.  0.  0.]
[  2.53907214 -89.99999915  -3.14660441  76.03051754]
[ 90.          34.43212331 -34.43212331  90.        ]
[ 0.  0. 90.  0.]
[  0.          90.          40.71967713 -40.71967713]
[ 0. 90.  0. 90.]
[-9.00000000e+01  5.40332315e-17 -1.06090688e-15  9.00000000e+01]
[0. 0. 0. 0.]
[90. 90.  0.  0.]
[ 30.         -90.          16.74005521 -16.74005521]
[ 0. 90.  0. 90.]
[-1.38374189e-30  2.22383751e-16  2.07077309e+01 -2.07077309e+01]
[  0.          33.74961623 -33.74961623   0.        ]
[ 0. 90. 90.  0.]
[-90.          62.94800457 -62.94800457   0.        ]
[ 0. 90. 90. 90.]
[ 0. 90.  0.  0.]
[90. 90.  0. 90.]
[ 0. 90. 90. 90.]
[ 0. 90.  0.  0.]
[ 0. 90.  0.  0.]
[  0.          90.         -39.92692686  39.92692686]
[90. 90. 90.  0.]
[-79.25735777 -89.9999973   84.49401115 -31.39337151]
[90. 90.  0.  0.]
[  0.  90.  90. -90.]
[ 90.          50.06163855 -50.06163855  90.        ]
[ 0. 90.  0. 90.]
[ 2.67888460e+00 -3.34785055e-15  4.56029019e+01 -1.06424057e+01]
[ 9.00000000e+01  2.86658763e-17  4.62197208e+01 -4.62197208e+01]
[90. 90. 90.  0.]
[ 9.00000000e+01 -2.41577558e-17  4.69714901e-16 -2.98367071e-17]
[  0.          90.          41.70092936 -41.70092936]
[ 0. 90. 90.  0.]
[ 7.42928461e-31 -2.29679751e-16  1.44502471e+01 -1.44502471e+01]
[ 0.  0.  0. 90.]
[90.  0.  0. 90.]
[ 0.  0. 90. 90.]
[ 2.79881496e-14 -2.23800735e+01  2.88339911e+01 -5.65638397e+00]
[ 0.  0. 90. 90.]
[  0.         -90.          30.97245755 -30.97245755]
[ 0. 90.  0.  0.]
[ 0.  0. 90. 90.]
[ 0.00000000e+00  9.00000000e+01  8.26656030e-15 -8.99999985e+01]
[90. 90.  0.  0.]
[ 1.02224478e-14  2.27616282e+01 -1.42375614e+01  2.07042903e+01]
[ 6.02898705e-15  3.25239232e+01 -3.24281159e+01 -5.64873120e+01]
[ 0. 90.  0. 90.]
[90.  0. 90. 90.]
[  0.          90.          19.25754235 -19.25754235]
[ 0. 90.  0. 90.]
[90. 90.  0. 90.]
[90. 90.  0. 90.]
[90. 90.  0.  0.]
[ 0. 90. 90.  0.]
[90. 90.  0.  0.]
[90.  0. 90.  0.]
[90. 90. 90.  0.]
[90. 90. 90.  0.]
[0. 0. 0. 0.]
[ 0. 90. 90.  0.]
[ 0. 90.  0.  0.]
[90.        90.        -6.2739014  6.2739014]
[-3.00000000e+01 -2.30568620e-33  8.99999936e+01 -1.31170464e-13]
[ 0.  0.  0. 90.]
[ 90.          16.29841083 -16.29841083   0.        ]
[90. 90.  0. 90.]
[ 90.         -90.          15.43030664 -15.43030664]
[  0.          32.74678589 -32.74678589  90.        ]
[ 0. 90. 90.  0.]
[ 0. 90. 90.  0.]
[90.  0. 90.  0.]
[-2.5899907  89.99999915  0.22928352 35.9604262 ]
[0. 0. 0. 0.]
[ 0.  0. 90.  0.]
[ 90.          90.          27.19033991 -27.19033991]
[ 90.          90.          40.37398792 -40.37398792]
[ 0. 90. 90.  0.]
[  0.         -12.05037284  12.05037284  90.        ]
[ 2.38862837e-16  9.00000000e+01 -1.42773480e-15 -9.00000000e+01]
[ 1.95325293e-12 -4.33459278e+01 -2.11064713e+01  4.05430463e+01]
[  0.          48.09666864 -48.09666864   0.        ]
[  0.          90.          30.98382885 -30.98382885]
[ 9.00000000e+01  3.24175365e+01 -3.24175365e+01  7.37630579e-14]
[ 9.00000000e+01 -2.85378151e-15 -9.00000000e+01 -8.99999991e+01]
[ 0. 90.  0. 90.]
[90. 90. 90. 90.]
[ 1.00576360e-14 -7.49286106e+00 -3.36864752e+01 -6.07626752e+01]
[-56.57262626  89.99999809 -26.87470049   3.09192981]
[ 0.  0.  0. 90.]
[  0.           0.          29.61906491 -29.61906491]
[ 90.          22.72969798 -22.72969798  90.        ]
[ 0. 90.  0. 90.]
[ 30.         -89.99999915  13.72246738 -45.19492964]
[ 0. 90. 90.  0.]
[ 1.22704417e-30 -1.32688862e-15 -9.00000000e+01  9.00000000e+01]
[90.  0. 90.  0.]
[90. 90.  0. 90.]
[ 0.  0. 90. 90.]
[  0.          90.          12.01355069 -12.01355069]
[ 0.  0. 90.  0.]
[ 0. 90.  0. 90.]
[ 0. 90.  0. 90.]
[ 9.00000000e+01  2.00548943e-16 -9.00000000e+01 -1.21404012e-17]
[ 0. 90. 90.  0.]
[ 0. 90. 90.  0.]
[90. 90. 90. 90.]
[ 0.  0. 90.  0.]
[ 0.  0. 90.  0.]
[ 0.  0. 90.  0.]
[ 0. 90.  0. 90.]
[ 90.          90.          49.41964655 -49.41964655]
[ 0. 90. 90. 90.]
[-1.71091402e-15  1.26798358e+00  7.20334505e+01 -6.59672637e+01]
[90. 90. 90.  0.]
[ 0. 90. 90.  0.]
[ 9.00000000e+01 -4.26790021e-17 -9.00000000e+01 -9.00000000e+01]
[ 0.  0.  0. 90.]
[-90.           0.82178125  36.69177543 -40.7801539 ]
[ 0. 90. 90.  0.]
[90. 90.  0.  0.]
[90. 90.  0. 90.]
[ 0. 90.  0.  0.]
[-9.00000000e+01 -9.00000000e+01  9.00000000e+01  4.11379618e-14]
[-90.        -90.         31.1597917 -31.1597917]
[ 0. 90. 90.  0.]
[ 1.49204914e-14 -1.91172806e+01  2.85715757e+01 -5.48780971e+01]
[90.  0.  0.  0.]
[-1.68755651e-14 -7.64389030e+01  1.10950073e+01 -8.02529488e+00]
[-9.00000000e+01  2.94888189e-15 -9.00000000e+01  6.86186108e-15]
[90.  0. 90.  0.]
[ 0.  0. 90. 90.]
[ 0.  0. 90.  0.]
[-1.30212349e-14 -4.81822597e+01  2.25259567e+01  3.12284684e+01]
[0. 0. 0. 0.]
[ 0. 90. 90.  0.]
[90. 90. 90.  0.]
[90.  0.  0. 90.]
[90. 90. 90.  0.]
[90. 90.  0. 90.]
[ 90.           0.         -18.45849077  18.45849077]
[ 60.0169378   89.99999852 -36.4151496   -5.2043195 ]
[ 0. 90. 90.  0.]
[-9.00000000e+01  9.00000000e+01 -9.00000000e+01  4.59448225e-15]
[ 0. 90.  0. 90.]
[  0.          37.50407977 -37.50407977   0.        ]
[-7.85142433e-13  1.25026478e+01 -4.81189987e+01 -4.56133455e+01]
[ 0. 90. 90.  0.]
[ 0. 90. 90.  0.]
[ 9.00000000e+01  9.00000000e+01  2.29487264e-15 -8.99999991e+01]
[ 90.          90.          21.38759192 -21.38759192]
[0. 0. 0. 0.]
[ 0. 90. 90.  0.]
[ 0.  0. 90. 90.]
[ 0. 90.  0. 90.]
[  0.          26.94578776 -26.94578776   0.        ]
[ 9.00000000e+01 -1.09565150e-15  9.00000000e+01  8.99999983e+01]
[ 0. 90. 90.  0.]
[ 9.00000000e+01  2.39020596e-30 -2.29675165e+01  2.29675165e+01]
[0. 0. 0. 0.]
[ 8.85736811e-38 -9.00000000e+01  9.75742835e-23 -1.06820237e-17]
[90.  0.  0. 90.]
[90. 90. 90.  0.]
[ 3.00000000e+01  3.26566290e-28  2.70605239e+01 -2.70605239e+01]
[ 90.          27.33155676 -27.33155676 -90.        ]
[  0.          20.93059228 -20.93059228  90.        ]
[ 0.  0.  0. 90.]
[90.  0.  0.  0.]
[-3.33255512e-38  9.00000000e+01  1.58637609e+01 -1.58637609e+01]
[ 0.  0. 90.  0.]
[ 0. 90. 90.  0.]
[ 0.  0.  0. 90.]
[ 0.00000000e+00  0.00000000e+00  3.23496756e-22 -2.05641946e-21]
[90. 90. 90. 90.]
[  0.          33.71000753 -33.71000753  90.        ]
[ 5.81706601e-35  6.56266036e-21  3.00000109e+01 -3.00000109e+01]
[ 9.00000000e+01  9.00000000e+01 -1.87265057e-15  6.22453821e-16]
[90. 90.  0. 90.]
[ 0. 90.  0. 90.]
[ 0.  0. 90.  0.]
[ 9.36660008e-32  9.00000000e+01  9.46990923e-16 -9.00000000e+01]
[  0.         90.         30.0728805 -30.0728805]
[ 0.  0. 90.  0.]
[0. 0. 0. 0.]
[90. 90. 90. 90.]
[  0.           0.          12.79843732 -12.79843732]
[  0.          90.          29.33556056 -29.33556056]
[90. 90.  0.  0.]
[-9.00000000e+01 -1.55717939e-17  3.50016324e+01 -3.50016324e+01]
[ 90.          90.          39.93512248 -39.93512248]
[ 0. 90. 90.  0.]
[90. 90. 90. 90.]
[ 0. 90.  0.  0.]
[90. 90.  0.  0.]
[-7.60759517e-15  6.01521484e+01  1.85629849e+01 -3.28416540e+01]
[ 2.31340422e-30 -9.00000000e+01  7.91335233e+00 -7.91335233e+00]
[ 0.  0. 90. 90.]
[90.  0.  0.  0.]
[  0.          90.          20.94939226 -20.94939226]
[ 0. 90.  0. 90.]
[-2.23445721e-31  4.49676458e+01 -4.49676458e+01 -2.08387461e-16]
[90. 90.  0.  0.]
[ 0. 90. 90.  0.]
[-1.57374629e-32 -9.00000000e+01  2.71042208e+01 -2.71042208e+01]
[ 0.  0. 90.  0.]
[ 90.          90.          14.76363966 -14.76363966]
[ 0.  0. 90.  0.]
[ 0. 90.  0. 90.]
[90.  0. 90. 90.]
[-2.80210875e-15  2.02023675e+00 -1.55114232e+01  4.37918428e+01]
[ 0. 90.  0. 90.]
[ 0.  0. 90.  0.]
[ 0. 90. 90. 90.]
[ 0. 90. 90. 90.]
[ 0. 90.  0. 90.]
[ 0. 90. 90.  0.]
[90. 90.  0. 90.]
[90. 90. 90. 90.]
[ 9.00000000e+01  9.00000000e+01 -4.49929422e-16  6.56158382e-16]
[ 90.         -90.          27.16491425 -27.16491425]
[  0.        0.       36.38547 -36.38547]
[90. 90. 90.  0.]
[90. 90.  0. 90.]
[90.  0.  0.  0.]
[ 0. 90. 90. 90.]
[-1.18246364e-30  1.30240083e+01 -1.30240083e+01  8.99999985e+01]
[  0.          90.         -90.          89.99999915]
[ 90.           0.         -28.59173197  28.59173197]
[ 90.  90. -90.  90.]
[90. 90.  0. 90.]
[  0.         22.2781609 -22.2781609  90.       ]
[ 0. 90.  0. 90.]
[ 0. 90. 90.  0.]
[90.  0.  0. 90.]
[5.38417884e-31 9.00000000e+01 7.11456743e-16 8.99999991e+01]
[ 0.00000000e+00 -6.07813636e-15 -9.00000000e+01  9.00000000e+01]
[-1.72830426e-15  9.00000000e+01 -1.25651711e-15 -9.00000000e+01]
[ 0. 90.  0. 90.]
[ 1.12777217e-37 -7.95069013e-23 -9.00000000e+01  1.93535857e-24]
[90. 90.  0. 90.]
[ 0. 90.  0.  0.]
[ 0. 90.  0.  0.]
[  0.           0.          29.97624351 -29.97624351]
[-9.00000000e+01 -5.84593801e-31  4.09622340e+01 -4.09622340e+01]
[-9.00000000e+01  5.99617182e-31  2.60328091e+01 -2.60328091e+01]
[-89.99999421   5.87649469  15.44724044  40.11242844]
[ 0. 90. 90.  0.]
[ 2.55621728e-16 -9.00000000e+01 -1.94202296e+01  1.94202296e+01]
[ 90.          90.          10.90112062 -10.90112062]
[ 0. 90. 90.  0.]
[90. 90. 90.  0.]
[90. 90. 90. 90.]
[ 0. 90.  0. 90.]
[ 0. 90.  0. 90.]
[-90.         90.          7.7838943  -7.7838943]
[90. 90.  0.  0.]
[ 90.          90.         -30.92262253  30.92262253]
[90. 90. 90. 90.]
[ 2.28420171e-25  7.42378233e-39  9.00000000e+01 -1.75427974e-23]
[ 89.99999915 -53.15196713   6.80211695 -31.67477211]
[ 0. 90.  0. 90.]
[90. 90.  0. 90.]
[-3.18233433e-15  6.28978729e+00  2.91521490e+01  7.30996373e+01]
[ 90.           0.          34.85702897 -34.85702897]
[-0.58724318 90.         -1.50114391 23.97274316]
[ 79.7955846  -89.99999915 -10.14102167  42.36845804]
[ 0. 90. 90.  0.]
[-7.94488965e-32  9.00000000e+01  3.41231241e+01 -3.41231241e+01]
[ 0.  0. 90. 90.]
[ 90.  90.  30. -30.]
[ 9.00000000e+01  9.00000000e+01  1.92389559e-15 -9.00000000e+01]
[ 1.39398737e-34  1.12326420e-15  5.21627108e+01 -5.21627108e+01]
[ 0.000000e+00  9.000000e+01 -3.207542e-15  9.000000e+01]
[90.  0.  0.  0.]
[90. 90.  0. 90.]
[ 1.07445703e-33 -1.31349492e-15  5.85018764e+01 -5.85018764e+01]
[ 0. 90.  0.  0.]
[90. 90. 90. 90.]
[ 1.50547745e-14 -7.90873810e+00 -2.82577519e+01  3.42128050e+01]
[90. 90.  0. 90.]
[90. 90.  0. 90.]
[90. 90.  0.  0.]
[90.  0. 90.  0.]
[90. 90.  0. 90.]
[ 0. 90.  0. 90.]
[90. 90. 90.  0.]
[90. 90. 90.  0.]
[ 90.          90.          30.76477059 -30.76477059]
[0. 0. 0. 0.]
[ 0.  0.  0. 90.]
[90. 90. 90. 90.]
[90. 90.  0.  0.]
[-6.37651996e-15  4.22645662e+01 -1.19437363e+01  4.29411354e+01]
[ 0. 90.  0.  0.]
[  0.  90. -90.  90.]
[  3.81431276  90.         -16.53472678 -31.16659732]
[  0.          90.          55.94742497 -55.94742497]
[ 0.  0. 90.  0.]
[ 0. 90. 90.  0.]
[ 58.00224907 -90.         -48.65626622  18.03743845]
[90. 90.  0. 90.]
[ 0. 90.  0. 90.]
[ 0. 90.  0. 90.]
[  0.          90.          51.29627059 -51.29627059]
[90.  0. 90.  0.]
[  0.          90.          38.03459038 -38.03459038]
[-89.99999692  60.64654176 -29.92462373  26.0980626 ]
[ 0. 90. 90.  0.]
[ 0. 90.  0.  0.]
[ 90.          90.          19.87860685 -19.87860685]
[ 3.12429246e-30 -5.92729312e-15  3.97202623e+01 -3.97202623e+01]
[ 0. 90. 90. 90.]
[  0.         90.         41.8103149 -41.8103149]
[ 0. 90. 90.  0.]
[ 0. 90. 90.  0.]
[ 9.00000000e+01 -8.94384716e-31 -5.38661636e+01  5.38661636e+01]
[ 9.00000000e+01 -9.84098731e-15  3.40258257e+01 -3.40258257e+01]
[  0.          90.          32.68132358 -32.68132358]
[  0.          26.50502406 -26.50502406  90.        ]
[90.  0. 90.  0.]
[90.  0. 90. 90.]
[0. 0. 0. 0.]
[ 0.00000000e+00  1.13323317e-15  7.02314001e+01 -7.02314001e+01]
[90. 90.  0.  0.]
[90. 90. 90.  0.]
[-5.21872880e-16 -4.69226134e-31  3.10732393e-15  9.00000000e+01]
[ 0. 90. 90.  0.]
[ 90.         90.         77.2297071 -77.2297071]
[ 0.  0. 90.  0.]
[90. 90.  0.  0.]
[ 0. 90. 90.  0.]
[  0.          19.77066047 -19.77066047   0.        ]
[ 0. 90.  0.  0.]
[-3.68815573e-30 -4.65730040e+01  4.65730040e+01 -7.46092097e-15]
[ 9.00000000e+01  9.00000000e+01 -3.59327145e-15  3.23773811e-15]
[ 0. 90. 90.  0.]
[ 6.06911882e-29 -9.00000000e+01 -9.00000000e+01 -4.36611150e-16]
[90. 90.  0.  0.]
[0. 0. 0. 0.]
[ 0.  0. 90.  0.]
[ 0. 90. 90.  0.]
[-4.67881761e-15  1.14915646e+01  7.94101104e+01  1.07800731e+01]
[-30.         -90.           6.60811557  -6.60811557]
[  0.          56.80064072 -56.80064072  90.        ]
[ 0. 90.  0.  0.]
[ 0.  0. 90.  0.]
[ 4.67195855e-16 -9.00000000e+01 -9.00000000e+01  9.00000000e+01]
[90. 90. 90.  0.]
[ 90.         -90.          14.00021836 -14.00021836]
[ 0.  0.  0. 90.]
[  0.          90.         -30.20521794  30.20521794]
[90.  0.  0. 90.]
[ 0. 90. 90.  0.]
[90. 90. 90. 90.]
[90. 90.  0.  0.]
[  0.          90.          33.30225882 -33.30225882]
[ 0. 90. 90.  0.]
[ 9.00000000e+01 -9.00000000e+01  9.00000000e+01 -4.74271002e-15]
[-3.00000000e+01 -1.41364375e-31  2.90146487e+01 -2.90146487e+01]
[ -8.82310499 -90.          -3.5128279  -64.56196208]
[ 0. 90. 90.  0.]
[ 0.  0. 90. 90.]
[90. 90.  0.  0.]
[90. 90.  0. 90.]
[-77.34880034 -89.99999915   1.91830177  52.04790809]
[ 0. 90.  0.  0.]
